standard_code,raw_title,canonical_title_expanded,standard_kind,old_canonical_product,new_canonical_product,product_subtype,primary_subject,material,application,function,applies_to_product_families,confidence,evidence,resolution_status,review_required,notes
IS 723: 1972,STEEL COUNTER SUNK HEAD WIRE NAILS,,material_standard,,pipe_fitting,,STEEL COUNTER SUNK HEAD WIRE NAILS,steel,,,,high,"{""canonical_product"": [""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 725: 1961,COPPER WIRE NAILS,,product_standard,,coating,,COPPER WIRE NAILS,,,,,high,"{""canonical_product"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 7280: 1974,BARE WIRE ELECTRODES FOR SUBMERGED ARC,BARE WIRE ELECTRODES FOR SUBMERGED ARC WELDING OF STRUCTURAL STEELS 1. Scope – Requirements of solid filler wires for submerged arc welding of structural steels,material_standard,,paint,,BARE WIRE ELECTRODES FOR SUBMERGED ARC WELDING OF STRUCTURAL STEELS 1. Scope – Requirements of solid filler wires for submerged arc welding of structural steels,,,,coating; welding,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 7308: 1999,NON-CONIFEROUS LOGS,,material_standard,,timber,,NON-CONIFEROUS LOGS,timber,,,timber,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""scope"", ""full_text_repeated_terms""], ""material"": [""scope"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 7316: 1974,DECORATIVE PLYWOOD USING PLURALITY,DECORATIVE PLYWOOD USING PLURALITY OF VENEER FOR DECORATIVE FACES 1. Scope – Covers decorative plywood with ornamental faces produced by use of plurality of veneers,product_standard,,board,plywood,plywood,timber,,,wood_board,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""], ""product_subtype"": [""title"", ""scope"", ""full_text_summary_heading""]}",RESOLVED_PRODUCT,False,
IS 733: 1983,WROUGHT ALUMINIUM AND ALUMINIUM,"WROUGHT ALUMINIUM AND ALUMINIUM ALLOY BARS, RODS AND SECTIONS FOR GENERAL ENGINEERING PURPOSES",product_standard,,rod,,"WROUGHT ALUMINIUM AND ALUMINIUM ALLOY BARS, RODS AND SECTIONS FOR GENERAL ENGINEERING PURPOSES",aluminium,roofing,,welding,high,"{""application"": [""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 736: 1986,WROUGHT ALUMINIUM AND ALUMINIUM ALLOY,WROUGHT ALUMINIUM AND ALUMINIUM ALLOY PLATE FOR GENERAL ENGINEERING PURPOSES,product_standard,,pipe_fitting,,WROUGHT ALUMINIUM AND ALUMINIUM ALLOY PLATE FOR GENERAL ENGINEERING PURPOSES,aluminium,roofing,,,high,"{""application"": [""full_text_repeated_terms""], ""canonical_product"": [""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 737: 1986,WROUGHT ALUMINIUM AND ALUMINIUM ALLOY,WROUGHT ALUMINIUM AND ALUMINIUM ALLOY SHEET AND STRIP FOR GENERAL ENGINEERING PURPOSES,product_standard,,pipe_fitting,,WROUGHT ALUMINIUM AND ALUMINIUM ALLOY SHEET AND STRIP FOR GENERAL ENGINEERING PURPOSES,aluminium,roofing,,,high,"{""application"": [""full_text_repeated_terms""], ""canonical_product"": [""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 739: 1992,WROUGHT ALUMINIUM AND ALUMINIUM,WROUGHT ALUMINIUM AND ALUMINIUM ALLOYS-WIRE FOR GENERAL ENGINEERING PURPOSES,product_standard,,rivet,,WROUGHT ALUMINIUM AND ALUMINIUM ALLOYS-WIRE FOR GENERAL ENGINEERING PURPOSES,aluminium,roofing,,,high,"{""application"": [""full_text_repeated_terms""], ""canonical_product"": [""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 73: 1992,PAVING BITUMEN,,product_standard,,paving_bitumen,,PAVING BITUMEN,bitumen,,,,high,"{""canonical_product"": [""title""], ""material"": [""title"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,source_grounded_fallback_requires_review
IS 740: 1977,WROUGHT ALUMINIUM ALLOY RIVET STOCK FOR,WROUGHT ALUMINIUM ALLOY RIVET STOCK FOR GENERAL ENGINEERING PURPOSES,product_standard,,rivet,,WROUGHT ALUMINIUM ALLOY RIVET STOCK FOR GENERAL ENGINEERING PURPOSES,aluminium,roofing,structural_fastening,fastener,high,"{""application"": [""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""function"": [""title"", ""scope"", ""full_text_summary_heading""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 7452: 1990,"HOT ROLLED STEEL SECTIONS FOR DOORS,","HOT ROLLED STEEL SECTIONS FOR DOORS, WINDOWS AND VENTILATORS",material_standard,,window,,"HOT ROLLED STEEL SECTIONS FOR DOORS, WINDOWS AND VENTILATORS",steel,,,door_window; steel,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 7556: 1988,BURNT CLAY  JALLIES,,product_standard,,burnt_clay_jallies,,BURNT CLAY JALLIES,clay,,,,high,"{""canonical_product"": [""title""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,source_grounded_fallback_requires_review
IS 771 (Part 1): 1979,GLAZED FIRE–CLAY SANITARY,GLAZED FIRE–CLAY SANITARY APPLIANCES PART 1 GENERAL REQUIREMENTS,test_method,,,,GLAZED FIRE–CLAY SANITARY APPLIANCES PART 1 GENERAL REQUIREMENTS,clay,flooring,,sanitary_fixture,high,"{""application"": [""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_NON_PRODUCT,False,
IS 771 (Part 2): 1985,GLAZED FIRE – CLAY SANITARY,GLAZED FIRE – CLAY SANITARY APPLIANCES PART 2 SPECIFIC REQUIREMENTS OF KITCHEN AND LABORATORY SINKS,product_standard,,sink,,GLAZED FIRE – CLAY SANITARY APPLIANCES PART 2 SPECIFIC REQUIREMENTS OF KITCHEN AND LABORATORY SINKS,clay,,,sanitary_fixture,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 771 (Part 5): 1979,"GLAZED FIRE  CLAY APPLIANCES,","GLAZED FIRE CLAY APPLIANCES, PART 5 SPECIFIC REQUIREMENTS OF SHOWER TRAYS",product_standard,,clay_appliances_shower_trays,,"GLAZED FIRE CLAY APPLIANCES, PART 5 SPECIFIC REQUIREMENTS OF SHOWER TRAYS",clay,,,,high,"{""canonical_product"": [""title""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,source_grounded_fallback_requires_review
IS 771 (Part 7): 1981,GLAZED FIRE CLAY SANITARY,"GLAZED FIRE CLAY SANITARY APPLIANCES, PART 7 SPECIFIC REQUIREMENTS OF SLOP SINKS",product_standard,,sink,,"GLAZED FIRE CLAY SANITARY APPLIANCES, PART 7 SPECIFIC REQUIREMENTS OF SLOP SINKS",clay,flooring,,sanitary_fixture,high,"{""application"": [""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 772: 1973,GENERAL  REQUIREMENT FOR ENAMELLED CAST,GENERAL REQUIREMENT FOR ENAMELLED CAST IRON SANITARY APPLIANCES,material_standard,,window,,GENERAL REQUIREMENT FOR ENAMELLED CAST IRON SANITARY APPLIANCES,cast iron,flooring,,,high,"{""application"": [""full_text_repeated_terms""], ""canonical_product"": [""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 773: 1988,"ENAMELLED CAST IRON WATER–CLOSETS,","ENAMELLED CAST IRON WATER–CLOSETS, RAILWAY COACHING STOCK TYPE",material_standard,,pipe,,"ENAMELLED CAST IRON WATER–CLOSETS, RAILWAY COACHING STOCK TYPE",cast iron,,,,high,"{""canonical_product"": [""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 775: 1970,CAST IRON BRACKETS AND SUPPORTS,CAST IRON BRACKETS AND SUPPORTS FOR WASH-BASINS AND SINKS,material_standard,,sink,,CAST IRON BRACKETS AND SUPPORTS FOR WASH-BASINS AND SINKS,cast iron,flooring,,sanitary_fixture,high,"{""application"": [""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 779: 1994,WATER METERS (DOMESTIC  TYPE),,terminology,,,,WATER METERS (DOMESTIC TYPE),steel,potable water supply,carry_potable_water,fastener,high,"{""application"": [""scope"", ""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""full_text_repeated_terms""], ""function"": [""scope""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_NON_PRODUCT,False,
IS 782: 1978,CAULKING LEAD,,installation,,,,CAULKING LEAD,,water supply,,,high,"{""application"": [""scope"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 7834 (Part 2): 1987,INJECTION MOULDED PVC SOCKET,INJECTION MOULDED PVC SOCKET FITTINGS WITH SOLVENT CEMENT JOINTS FOR WATER SUPPLIES PART 2 SPECIFIC REQUIREMENTS FOR 45° ELBOWS.,material_standard,,pipe_fitting,socket,socket,PVC,,,cement; electrical; pipe_water_drainage,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""], ""product_subtype"": [""title"", ""full_text_summary_heading""]}",RESOLVED_PRODUCT,False,
IS 7834 (Part 3): 1987,– INJECTION MOULDED PVC SOCKET,– INJECTION MOULDED PVC SOCKET FITTINGS WITH SOLVENT CEMENT JOINTS FOR WATER SUPPLIES PART-3 SPECIFIC REQUIREMENTS FOR 900 ELBOWS First Revision,material_standard,,pipe_fitting,socket,socket,PVC,,,cement; electrical; pipe_water_drainage,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""], ""product_subtype"": [""title"", ""full_text_summary_heading""]}",RESOLVED_PRODUCT,False,
IS 7834 (Part 4): 1987,– INJECTION MOULDED PVC SOCKET,– INJECTION MOULDED PVC SOCKET FITTINGS WITH SOLVENT CEMENT JOINTS FOR WATER SUPPLIES PART 4 SPECIFIC REQUIREMENTS FOR 90° TEES,material_standard,,pipe_fitting,tee,tee,PVC,,,cement; electrical; pipe_water_drainage,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""], ""product_subtype"": [""title"", ""scope"", ""full_text_summary_heading""]}",RESOLVED_PRODUCT,False,
IS 7834 (Part 5): 1987,– INJECTION MOULDED PVC SOCKET,– INJECTION MOULDED PVC SOCKET FITTINGS WITH SOLVENT CEMENT JOINTS FOR WATER SUPPLIES PART – 5 SPECIFIC REQUIREMENTS FOR 450 TEES.,material_standard,,pipe_fitting,tee,tee,PVC,,,cement; electrical; pipe_water_drainage,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""], ""product_subtype"": [""title"", ""scope"", ""full_text_summary_heading""]}",RESOLVED_PRODUCT,False,
IS 7834 (Part 7): 1987,INJECTION MOULDED PVC SOCKET,INJECTION MOULDED PVC SOCKET FITINGS WITH SOLVENT CEMENT JOINTS FOR WATER SUPPLIES PART 7 SPECIFIC REQUIREMENTS FOR UNIONS.,material_standard,,pipe_fitting,socket,socket,PVC,,,cement; electrical; pipe_water_drainage,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""], ""product_subtype"": [""title"", ""full_text_summary_heading""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 7834 (Part 8): 1987,- INJECTION MOULDED PVC SOCKET,INJECTION MOULDED PVC SOCKET FITTINGS WITH SOLVENT CEMENT JOINTS FOR WATER SUPPLIES PART 8 SPECIFIC REQUIREMENTS FOR CAPS,material_standard,,pipe_fitting,socket,socket,PVC,,,cement; electrical; pipe_water_drainage,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""], ""product_subtype"": [""title"", ""full_text_summary_heading""]}",RESOLVED_PRODUCT,False,
IS 7887: 1992,MILD STEEL WIRE ROD FOR GENERAL,MILD STEEL WIRE ROD FOR GENERAL ENGINEERING PURPOSES,material_standard,,rod,,MILD STEEL WIRE ROD FOR GENERAL ENGINEERING PURPOSES,steel,,,welding,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 8008 (Part 2): 2003,INJECTION MOULDED HIGH DENSITY,INJECTION MOULDED HIGH DENSITY POLYETHYLENE (HDPE) FITTINGS FOR POTABLE WATER SUPPLIES PART 2 SPECIFIC REQUIREMENTS FOR 90O BENDS,product_standard,,pipe_fitting,bend,bend,HDPE,potable water supply,carry_potable_water,pipe_water_drainage,high,"{""application"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""function"": [""title"", ""scope"", ""full_text_summary_heading""], ""material"": [""title"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""], ""product_subtype"": [""title"", ""scope"", ""full_text_summary_heading""]}",RESOLVED_PRODUCT,False,
IS 8008 (Part 3): 2003,INJECTION MOULDED HIGH DENSITY,INJECTION MOULDED HIGH DENSITY POLYETHYLENE (HDPE) FITTINGS FOR POTABLE WATER SUPPLIES PART 3 SPECIFIC REQUIREMENTS FOR 90O TEES,product_standard,,pipe_fitting,tee,tee,HDPE,potable water supply,carry_potable_water,pipe_water_drainage,high,"{""application"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""function"": [""title"", ""scope"", ""full_text_summary_heading""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""], ""product_subtype"": [""title"", ""scope"", ""full_text_summary_heading""]}",RESOLVED_PRODUCT,False,
IS 8008 (Part 4): 2003,INJECTION MOULDED HIGH DENSITY,INJECTION MOULDED HIGH DENSITY POLYETHYLENE (HDPE) FITTINGS FOR POTABLE WATER SUPPLIES PART 4 SPECIFIC REQUIREMENTS FOR REDUCERS,product_standard,,pipe_fitting,reducer,reducer,HDPE,potable water supply,carry_potable_water,pipe_water_drainage,high,"{""application"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""function"": [""title"", ""scope"", ""full_text_summary_heading""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""], ""product_subtype"": [""title"", ""scope"", ""full_text_summary_heading""]}",RESOLVED_PRODUCT,False,
IS 8008 (Part 5): 2003,INJECTION MOULDED HIGH DENSITY,INJECTION MOULDED HIGH DENSITY POLYETHYLENE (HDPE) FITTINGS FOR POTABLE WATER SUPPLIES PART 5 SPECIFIC REQUIREMENTS FOR FERRULE REDUCERS,product_standard,,pipe_fitting,reducer,reducer,HDPE,potable water supply,carry_potable_water,pipe_water_drainage,high,"{""application"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""function"": [""title"", ""scope"", ""full_text_summary_heading""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""], ""product_subtype"": [""title"", ""scope"", ""full_text_summary_heading""]}",RESOLVED_PRODUCT,False,
IS 804: 1967,RECTANGULAR PRESSED STEEL TANKS,,material_standard,,water_tank,,RECTANGULAR PRESSED STEEL TANKS,steel,flooring,,water_storage,high,"{""application"": [""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""scope"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 8081: 1976,SLOTTED SECTIONS,,material_standard,,steel_section,,SLOTTED SECTIONS,steel,,,steel,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""scope"", ""full_text_repeated_terms""], ""material"": [""scope"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 808: 1989,"DIMENSIONS FOR HOT ROLLED STEELBEAM,","DIMENSIONS FOR HOT ROLLED STEELBEAM, COLUMN, CHANNEL AND ANGLE SECTIONS",material_standard,,channel,,"DIMENSIONS FOR HOT ROLLED STEELBEAM, COLUMN, CHANNEL AND ANGLE SECTIONS",steel,,,precast_concrete,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 809: 1992,RUBBER FLOORING MATERIALS,RUBBER FLOORING MATERIALS FOR GENERAL PURPOSE,material_standard,,waterproofing_membrane,,RUBBER FLOORING MATERIALS FOR GENERAL PURPOSE,bitumen,flooring,thermal_insulation,,high,"{""application"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""canonical_product"": [""full_text_repeated_terms""], ""function"": [""scope""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 811: 1987,COLD FORMED LIGHT GAUGE STRUCTURAL STEEL,COLD FORMED LIGHT GAUGE STRUCTURAL STEEL SECTIONS,material_standard,,steel_section,,COLD FORMED LIGHT GAUGE STRUCTURAL STEEL SECTIONS,steel,,,steel,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 814: 2004,COVERED ELECTRODES FOR MANUAL METAL ARC,COVERED ELECTRODES FOR MANUAL METAL ARC WELDING OF CARBON AND CARBON MANGANESE STEEL,material_standard,,electrode,,COVERED ELECTRODES FOR MANUAL METAL ARC WELDING OF CARBON AND CARBON MANGANESE STEEL,steel,,,welding,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 8272: 1984,GYPSUM PLASTER FOR USE IN THE,GYPSUM PLASTER FOR USE IN THE MANUFACTURE OF FIBROUS PLASTER BOARDS,product_standard,,board,,GYPSUM PLASTER FOR USE IN THE MANUFACTURE OF FIBROUS PLASTER BOARDS,timber,railway track,,wood_board,high,"{""application"": [""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 8360 (Part 2): 1977,FABRICATED HIGH DENSITY,FABRICATED HIGH DENSITY POLYETHYLENE (HDPE) FITTINGS FOR POTABLE WATER SUPPLIES PART 2 SPECIFIC REQUIREMENTS FOR 90O TEES 2.2 Ouside diameters and wall thickness of pipes out of which 90° tees are fabricated shall comply with those,product_standard,,pipe_fitting,tee,tee,HDPE,potable water supply,carry_potable_water,pipe_water_drainage,high,"{""application"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""function"": [""title"", ""scope"", ""full_text_summary_heading""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""], ""product_subtype"": [""title"", ""scope"", ""full_text_summary_heading""]}",RESOLVED_PRODUCT,False,
IS 8360 (Part 3): 1977,FABRICATED HIGH  DENSITY POLYETHYLENE,,product_standard,,pipe_fitting,bend,bend,HDPE,potable water supply,carry_potable_water,pipe_water_drainage,high,"{""application"": [""scope"", ""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""scope"", ""full_text_repeated_terms""], ""function"": [""scope""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""], ""product_subtype"": [""scope""]}",RESOLVED_PRODUCT,False,
IS 8363: 1976,BARE WIRE ELECTRODES FOR ELECTROSLAG,BARE WIRE ELECTRODES FOR ELECTROSLAG WELDING OF STEELS,material_standard,,electrode,,BARE WIRE ELECTRODES FOR ELECTROSLAG WELDING OF STEELS,steel,roofing,,welding,high,"{""application"": [""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 8374: 1977,"BITUMEN MASTIC, ANTI-STATIC AND","BITUMEN MASTIC, ANTI-STATIC AND ELECTRICALLY CONDUCTING GRADE",product_standard,,aggregate,,"BITUMEN MASTIC, ANTI-STATIC AND ELECTRICALLY CONDUCTING GRADE",bitumen,flooring,flooring,,high,"{""application"": [""scope"", ""full_text_repeated_terms""], ""canonical_product"": [""full_text_repeated_terms""], ""function"": [""scope""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 849: 1994,COLD SETTING CASE IN GLUE FOR WOOD,,product_standard,,adhesive,,COLD SETTING CASE IN GLUE FOR WOOD,timber,,,,high,"{""canonical_product"": [""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 8500: 1991,STRUCTURAL  STEEL- MICRO ALLOYED,,material_standard,,pipe_fitting,,STRUCTURAL STEEL- MICRO ALLOYED,steel,,,,high,"{""canonical_product"": [""full_text_repeated_terms""], ""material"": [""title"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 851: 1978,SYNTHETIC RESIN ADHESIVES FOR CONSTRUCTION,SYNTHETIC RESIN ADHESIVES FOR CONSTRUCTION WORK (NON-STRUCTURAL) IN WOOD,product_standard,,adhesive,,SYNTHETIC RESIN ADHESIVES FOR CONSTRUCTION WORK (NON-STRUCTURAL) IN WOOD,timber,,,adhesive,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 852: 1994,ANIMAL GLUE FOR GENERAL WOOD-WORKING,ANIMAL GLUE FOR GENERAL WOOD-WORKING PURPOSES,product_standard,,board,,ANIMAL GLUE FOR GENERAL WOOD-WORKING PURPOSES,timber,,,,high,"{""canonical_product"": [""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
