query_id,query,positive_standard,positive_title,product,description,style,specificity,source_fields,hard_negative_codes,review_status,review_notes
fcq_is_12709_1994_01,"— which are 200, 250, 300, 350, 400, 450, 500, 600, 700, 800, 900, 1 000, 1 100, 1 200, 1 400, 1 600, 1 800, 2 000, 2 200, 2 400, 2 600, 2 800 and 3 000 mm standard",IS 12709: 1994,GLASS FIBRE REINFORCED PLASTICS (GRP),glass,"— which are 200, 250, 300, 350, 400, 450, 500, 600, 700, 800, 900, 1 000, 1 100, 1 200, 1 400, 1 600, 1 800, 2 000, 2 200, 2 400, 2 600, 2 800 and 3 000 mm",product_only,specific,primary_subject,IS 14402: 1996;IS 14856: 2000;IS 14182: 1994;IS 1538: 1993,generated_from_metadata,
fcq_is_12709_1994_02,glass required to carry potable water,IS 12709: 1994,GLASS FIBRE REINFORCED PLASTICS (GRP),glass,required to carry potable water,product_function,specific,canonical_product;function,IS 14402: 1996;IS 14856: 2000;IS 14182: 1994;IS 1538: 1993,generated_from_metadata,
fcq_is_12709_1994_03,glass for potable water supply,IS 12709: 1994,GLASS FIBRE REINFORCED PLASTICS (GRP),glass,for potable water supply,product_application,specific,canonical_product;application,IS 14402: 1996;IS 14856: 2000;IS 14182: 1994;IS 1538: 1993,generated_from_metadata,
fcq_is_12709_1994_04,glass fibre reinforced plastic glass for potable water supply,IS 12709: 1994,GLASS FIBRE REINFORCED PLASTICS (GRP),glass,glass fibre reinforced plastic product for potable water supply,material_application,specific,canonical_product;material;application,IS 14402: 1996;IS 14856: 2000;IS 14182: 1994;IS 1538: 1993,generated_from_metadata,
fcq_is_12709_1994_05,Supply glass meeting Indian Standard requirements for potable water supply; carry potable water; glass fibre reinforced plastic,IS 12709: 1994,GLASS FIBRE REINFORCED PLASTICS (GRP),glass,potable water supply; carry potable water; glass fibre reinforced plastic,tender_sentence,specific,canonical_product;application;function;material,IS 14402: 1996;IS 14856: 2000;IS 14182: 1994;IS 1538: 1993,generated_from_metadata,
fcq_is_12709_1994_06,Need the Indian Standard covering GLASS FIBRE REINFORCED PLASTICS (GRP),IS 12709: 1994,GLASS FIBRE REINFORCED PLASTICS (GRP),glass,GLASS FIBRE REINFORCED PLASTICS (GRP),natural_language,specific,title,IS 14402: 1996;IS 14856: 2000;IS 14182: 1994;IS 1538: 1993,generated_from_metadata,
fcq_is_12709_1994_07,"glass, potable water supply",IS 12709: 1994,GLASS FIBRE REINFORCED PLASTICS (GRP),glass,potable water supply,boq_short,general_but_sufficient,canonical_product;application,IS 14402: 1996;IS 14856: 2000;IS 14182: 1994;IS 1538: 1993,generated_from_metadata,
fcq_is_12709_1994_08,glass fiber for potable water supply,IS 12709: 1994,GLASS FIBRE REINFORCED PLASTICS (GRP),glass fiber,potable water supply,alias,general_but_sufficient,product_aliases;application,IS 14402: 1996;IS 14856: 2000;IS 14182: 1994;IS 1538: 1993,generated_from_metadata,
fcq_is_12709_1994_09,glass fibre for potable water supply,IS 12709: 1994,GLASS FIBRE REINFORCED PLASTICS (GRP),glass fibre,potable water supply,alias,general_but_sufficient,product_aliases;application,IS 14402: 1996;IS 14856: 2000;IS 14182: 1994;IS 1538: 1993,generated_from_metadata,
fcq_is_12709_1994_10,glass fibre reinforced for potable water supply,IS 12709: 1994,GLASS FIBRE REINFORCED PLASTICS (GRP),glass fibre reinforced,potable water supply,alias,general_but_sufficient,product_aliases;application,IS 14402: 1996;IS 14856: 2000;IS 14182: 1994;IS 1538: 1993,generated_from_metadata,
fcq_is_12778_2004_01,"HOT ROLLED PARALLEL FLANGE STEEL SECTION FOR BEAMS, COLUMNS AND BEARING PILES DIMENSIONS AND SECTION PROPERTIES standard",IS 12778: 2004,"HOT ROLLED PARALLEL FLANGE STEEL SECTION FOR BEAMS, COLUMNS AND BEARING PILES DIMENSIONS AND SECTION PROPERTIES",steel section,"HOT ROLLED PARALLEL FLANGE STEEL SECTION FOR BEAMS, COLUMNS AND BEARING PILES DIMENSIONS AND SECTION PROPERTIES",product_only,specific,primary_subject,IS 2314: 1986;IS 811: 1987;IS 1230: 1979;IS 808: 1989,generated_from_metadata,
fcq_is_12778_2004_02,cast iron steel section,IS 12778: 2004,"HOT ROLLED PARALLEL FLANGE STEEL SECTION FOR BEAMS, COLUMNS AND BEARING PILES DIMENSIONS AND SECTION PROPERTIES",steel section,cast iron construction or composition,product_material,specific,canonical_product;material,IS 2314: 1986;IS 811: 1987;IS 1230: 1979;IS 808: 1989,generated_from_metadata,
fcq_is_12778_2004_03,Supply steel section meeting Indian Standard requirements for cast iron,IS 12778: 2004,"HOT ROLLED PARALLEL FLANGE STEEL SECTION FOR BEAMS, COLUMNS AND BEARING PILES DIMENSIONS AND SECTION PROPERTIES",steel section,cast iron,tender_sentence,specific,canonical_product;material,IS 2314: 1986;IS 811: 1987;IS 1230: 1979;IS 808: 1989,generated_from_metadata,
fcq_is_12778_2004_04,"Need the Indian Standard covering HOT ROLLED PARALLEL FLANGE STEEL SECTION FOR BEAMS, COLUMNS AND BEARING PILES DIMENSIONS AND SECTION PROPERTIES",IS 12778: 2004,"HOT ROLLED PARALLEL FLANGE STEEL SECTION FOR BEAMS, COLUMNS AND BEARING PILES DIMENSIONS AND SECTION PROPERTIES",steel section,"HOT ROLLED PARALLEL FLANGE STEEL SECTION FOR BEAMS, COLUMNS AND BEARING PILES DIMENSIONS AND SECTION PROPERTIES",natural_language,specific,title,IS 2314: 1986;IS 811: 1987;IS 1230: 1979;IS 808: 1989,generated_from_metadata,
fcq_is_12778_2004_05,flange steel section for cast iron,IS 12778: 2004,"HOT ROLLED PARALLEL FLANGE STEEL SECTION FOR BEAMS, COLUMNS AND BEARING PILES DIMENSIONS AND SECTION PROPERTIES",flange steel section,cast iron,alias,general_but_sufficient,product_aliases;material,IS 2314: 1986;IS 811: 1987;IS 1230: 1979;IS 808: 1989,generated_from_metadata,
fcq_is_12778_2004_06,steel sections for cast iron,IS 12778: 2004,"HOT ROLLED PARALLEL FLANGE STEEL SECTION FOR BEAMS, COLUMNS AND BEARING PILES DIMENSIONS AND SECTION PROPERTIES",steel sections,cast iron,alias,general_but_sufficient,product_aliases;material,IS 2314: 1986;IS 811: 1987;IS 1230: 1979;IS 808: 1989,generated_from_metadata,
fcq_is_12778_2004_07,tee bar for cast iron,IS 12778: 2004,"HOT ROLLED PARALLEL FLANGE STEEL SECTION FOR BEAMS, COLUMNS AND BEARING PILES DIMENSIONS AND SECTION PROPERTIES",tee bar,cast iron,alias,general_but_sufficient,product_aliases;material,IS 2314: 1986;IS 811: 1987;IS 1230: 1979;IS 808: 1989,generated_from_metadata,
fcq_is_1278_1972_01,FILLER RODS FOR GAS WELDING standard,IS 1278: 1972,FILLER RODS FOR GAS WELDING,rod,FILLER RODS FOR GAS WELDING,product_only,specific,primary_subject,IS 7887: 1992;IS 3908: 1986;IS 1230: 1979;IS 4891: 1988,generated_from_metadata,
fcq_is_1278_1972_02,cast iron rod,IS 1278: 1972,FILLER RODS FOR GAS WELDING,rod,cast iron construction or composition,product_material,specific,canonical_product;material,IS 7887: 1992;IS 3908: 1986;IS 1230: 1979;IS 4891: 1988,generated_from_metadata,
fcq_is_1278_1972_03,Supply rod meeting Indian Standard requirements for cast iron,IS 1278: 1972,FILLER RODS FOR GAS WELDING,rod,cast iron,tender_sentence,specific,canonical_product;material,IS 7887: 1992;IS 3908: 1986;IS 1230: 1979;IS 4891: 1988,generated_from_metadata,
fcq_is_1278_1972_04,Need the Indian Standard covering FILLER RODS FOR GAS WELDING,IS 1278: 1972,FILLER RODS FOR GAS WELDING,rod,FILLER RODS FOR GAS WELDING,natural_language,specific,title,IS 7887: 1992;IS 3908: 1986;IS 1230: 1979;IS 4891: 1988,generated_from_metadata,
fcq_is_1278_1972_05,filler rod for cast iron,IS 1278: 1972,FILLER RODS FOR GAS WELDING,filler rod,cast iron,alias,general_but_sufficient,product_aliases;material,IS 7887: 1992;IS 3908: 1986;IS 1230: 1979;IS 4891: 1988,generated_from_metadata,
fcq_is_1278_1972_06,filler rods for cast iron,IS 1278: 1972,FILLER RODS FOR GAS WELDING,filler rods,cast iron,alias,general_but_sufficient,product_aliases;material,IS 7887: 1992;IS 3908: 1986;IS 1230: 1979;IS 4891: 1988,generated_from_metadata,
fcq_is_1278_1972_07,rods for cast iron,IS 1278: 1972,FILLER RODS FOR GAS WELDING,rods,cast iron,alias,general_but_sufficient,product_aliases;material,IS 7887: 1992;IS 3908: 1986;IS 1230: 1979;IS 4891: 1988,generated_from_metadata,
fcq_is_12817_1997_01,STAINLESS STEEL BUTT HINGES standard,IS 12817: 1997,STAINLESS STEEL BUTT HINGES,hinge,STAINLESS STEEL BUTT HINGES,product_only,specific,primary_subject,IS 1341: 1992;IS 3843: 1995;IS 363: 1993;IS 10090: 1982,generated_from_metadata,
fcq_is_12817_1997_02,steel hinge,IS 12817: 1997,STAINLESS STEEL BUTT HINGES,hinge,steel construction or composition,product_material,specific,canonical_product;material,IS 1341: 1992;IS 3843: 1995;IS 363: 1993;IS 10090: 1982,generated_from_metadata,
fcq_is_12817_1997_03,Supply hinge meeting Indian Standard requirements for steel,IS 12817: 1997,STAINLESS STEEL BUTT HINGES,hinge,steel,tender_sentence,specific,canonical_product;material,IS 1341: 1992;IS 3843: 1995;IS 363: 1993;IS 10090: 1982,generated_from_metadata,
fcq_is_12817_1997_04,Need the Indian Standard covering STAINLESS STEEL BUTT HINGES,IS 12817: 1997,STAINLESS STEEL BUTT HINGES,hinge,STAINLESS STEEL BUTT HINGES,natural_language,specific,title,IS 1341: 1992;IS 3843: 1995;IS 363: 1993;IS 10090: 1982,generated_from_metadata,
fcq_is_12817_1997_05,butt hinge for steel,IS 12817: 1997,STAINLESS STEEL BUTT HINGES,butt hinge,steel,alias,general_but_sufficient,product_aliases;material,IS 1341: 1992;IS 3843: 1995;IS 363: 1993;IS 10090: 1982,generated_from_metadata,
fcq_is_12817_1997_06,butt hinges for steel,IS 12817: 1997,STAINLESS STEEL BUTT HINGES,butt hinges,steel,alias,general_but_sufficient,product_aliases;material,IS 1341: 1992;IS 3843: 1995;IS 363: 1993;IS 10090: 1982,generated_from_metadata,
fcq_is_12817_1997_07,hinges for steel,IS 12817: 1997,STAINLESS STEEL BUTT HINGES,hinges,steel,alias,general_but_sufficient,product_aliases;material,IS 1341: 1992;IS 3843: 1995;IS 363: 1993;IS 10090: 1982,generated_from_metadata,
fcq_is_12818_1992_01,UNPLASTICISED PVC SCREEN AND CASING PIPES FOR BORE/TUBE WELL standard,IS 12818: 1992,UNPLASTICISED PVC SCREEN AND CASING PIPES FOR BORE/TUBE WELL,pipe,UNPLASTICISED PVC SCREEN AND CASING PIPES FOR BORE/TUBE WELL,product_only,specific,primary_subject,IS 13592: 1992;IS 3076: 1985;IS 5312 (Part 2): 1986;IS 9762: 1994,generated_from_metadata,
fcq_is_12818_1992_02,PVC pipe,IS 12818: 1992,UNPLASTICISED PVC SCREEN AND CASING PIPES FOR BORE/TUBE WELL,pipe,PVC construction or composition,product_material,specific,canonical_product;material,IS 13592: 1992;IS 3076: 1985;IS 5312 (Part 2): 1986;IS 9762: 1994,generated_from_metadata,
fcq_is_12818_1992_03,pipe for potable water supply,IS 12818: 1992,UNPLASTICISED PVC SCREEN AND CASING PIPES FOR BORE/TUBE WELL,pipe,for potable water supply,product_application,specific,canonical_product;application,IS 13592: 1992;IS 3076: 1985;IS 5312 (Part 2): 1986;IS 9762: 1994,generated_from_metadata,
fcq_is_12818_1992_04,PVC pipe for potable water supply,IS 12818: 1992,UNPLASTICISED PVC SCREEN AND CASING PIPES FOR BORE/TUBE WELL,pipe,PVC product for potable water supply,material_application,specific,canonical_product;material;application,IS 13592: 1992;IS 3076: 1985;IS 5312 (Part 2): 1986;IS 9762: 1994,generated_from_metadata,
fcq_is_12818_1992_05,Supply pipe meeting Indian Standard requirements for potable water supply; PVC,IS 12818: 1992,UNPLASTICISED PVC SCREEN AND CASING PIPES FOR BORE/TUBE WELL,pipe,potable water supply; PVC,tender_sentence,specific,canonical_product;application;material,IS 13592: 1992;IS 3076: 1985;IS 5312 (Part 2): 1986;IS 9762: 1994,generated_from_metadata,
fcq_is_12818_1992_06,Need the Indian Standard covering UNPLASTICISED PVC SCREEN AND CASING PIPES FOR BORE/TUBE WELL,IS 12818: 1992,UNPLASTICISED PVC SCREEN AND CASING PIPES FOR BORE/TUBE WELL,pipe,UNPLASTICISED PVC SCREEN AND CASING PIPES FOR BORE/TUBE WELL,natural_language,specific,title,IS 13592: 1992;IS 3076: 1985;IS 5312 (Part 2): 1986;IS 9762: 1994,generated_from_metadata,
fcq_is_12818_1992_07,"pipe, potable water supply",IS 12818: 1992,UNPLASTICISED PVC SCREEN AND CASING PIPES FOR BORE/TUBE WELL,pipe,potable water supply,boq_short,general_but_sufficient,canonical_product;application,IS 13592: 1992;IS 3076: 1985;IS 5312 (Part 2): 1986;IS 9762: 1994,generated_from_metadata,
fcq_is_12818_1992_08,casing pipe for potable water supply,IS 12818: 1992,UNPLASTICISED PVC SCREEN AND CASING PIPES FOR BORE/TUBE WELL,casing pipe,potable water supply,alias,general_but_sufficient,product_aliases;application,IS 13592: 1992;IS 3076: 1985;IS 5312 (Part 2): 1986;IS 9762: 1994,generated_from_metadata,
fcq_is_12818_1992_09,grp pipe for potable water supply,IS 12818: 1992,UNPLASTICISED PVC SCREEN AND CASING PIPES FOR BORE/TUBE WELL,grp pipe,potable water supply,alias,general_but_sufficient,product_aliases;application,IS 13592: 1992;IS 3076: 1985;IS 5312 (Part 2): 1986;IS 9762: 1994,generated_from_metadata,
fcq_is_12818_1992_10,hdpe pipe for potable water supply,IS 12818: 1992,UNPLASTICISED PVC SCREEN AND CASING PIPES FOR BORE/TUBE WELL,hdpe pipe,potable water supply,alias,general_but_sufficient,product_aliases;application,IS 13592: 1992;IS 3076: 1985;IS 5312 (Part 2): 1986;IS 9762: 1994,generated_from_metadata,
fcq_is_12823_1990_01,WOOD PRODUCTS-PRELAMINATED PARTICLES BOARDS 3.3 Impregnated Overlay—An absorbent tissue paper having a weight of 18-40 g/m2 impregnated in a suitable synthetic resin and dried to a volatile content of 4-8 standard,IS 12823: 1990,WOOD PRODUCTS-PRELAMINATED PARTICLES BOARDS 3.3 Impregnated Overlay—An absorbent tissue paper having a weight of 18-40 g/m2 impregnated in a suitable synthetic resin and dried to a volatile content of 4-8,board,WOOD PRODUCTS-PRELAMINATED PARTICLES BOARDS 3.3 Impregnated Overlay—An absorbent tissue paper having a weight of 18-40 g/m2 impregnated in a suitable synthetic resin and dried to a volatile content of 4-8,product_only,specific,primary_subject,IS 14587: 1998;IS 3087: 1985;IS 3478: 1966;IS 1949: 1961,generated_from_metadata,
fcq_is_12823_1990_02,Need the Indian Standard covering WOOD PRODUCTS-PRELAMINATED PARTICLES BOARDS 3.3 Impregnated Overlay—An absorbent tissue paper having a weight of 18-40 g/m2 impregnated in a suitable synthetic resin and dried to a volatile content of 4-8,IS 12823: 1990,WOOD PRODUCTS-PRELAMINATED PARTICLES BOARDS 3.3 Impregnated Overlay—An absorbent tissue paper having a weight of 18-40 g/m2 impregnated in a suitable synthetic resin and dried to a volatile content of 4-8,board,WOOD PRODUCTS-PRELAMINATED PARTICLES BOARDS 3.3 Impregnated Overlay—An absorbent tissue paper having a weight of 18-40 g/m2 impregnated in a suitable synthetic resin and dried to a volatile content of 4-8,natural_language,specific,title,IS 14587: 1998;IS 3087: 1985;IS 3478: 1966;IS 1949: 1961,generated_from_metadata,
fcq_is_1285_2002_01,WROUGHT ALUMINIUM AND ALUMINIUM ALLOY EXTRUDED ROUND TUBE AND HOLLOW SECTIONS FOR GENERAL ENGINEERING PURPOSES standard,IS 1285: 2002,WROUGHT ALUMINIUM AND ALUMINIUM ALLOY EXTRUDED ROUND TUBE AND HOLLOW SECTIONS FOR GENERAL ENGINEERING PURPOSES,pipe,WROUGHT ALUMINIUM AND ALUMINIUM ALLOY EXTRUDED ROUND TUBE AND HOLLOW SECTIONS FOR GENERAL ENGINEERING PURPOSES,product_only,specific,primary_subject,IS 738: 1994;IS 737: 1986;IS 739: 1992;IS 3438: 1994,generated_from_metadata,
fcq_is_1285_2002_02,aluminium pipe,IS 1285: 2002,WROUGHT ALUMINIUM AND ALUMINIUM ALLOY EXTRUDED ROUND TUBE AND HOLLOW SECTIONS FOR GENERAL ENGINEERING PURPOSES,pipe,aluminium construction or composition,product_material,specific,canonical_product;material,IS 738: 1994;IS 737: 1986;IS 739: 1992;IS 3438: 1994,generated_from_metadata,
fcq_is_1285_2002_03,pipe for roofing,IS 1285: 2002,WROUGHT ALUMINIUM AND ALUMINIUM ALLOY EXTRUDED ROUND TUBE AND HOLLOW SECTIONS FOR GENERAL ENGINEERING PURPOSES,pipe,for roofing,product_application,specific,canonical_product;application,IS 738: 1994;IS 737: 1986;IS 739: 1992;IS 3438: 1994,generated_from_metadata,
fcq_is_1285_2002_04,aluminium pipe for roofing,IS 1285: 2002,WROUGHT ALUMINIUM AND ALUMINIUM ALLOY EXTRUDED ROUND TUBE AND HOLLOW SECTIONS FOR GENERAL ENGINEERING PURPOSES,pipe,aluminium product for roofing,material_application,specific,canonical_product;material;application,IS 738: 1994;IS 737: 1986;IS 739: 1992;IS 3438: 1994,generated_from_metadata,
fcq_is_1285_2002_05,Supply pipe meeting Indian Standard requirements for roofing; aluminium,IS 1285: 2002,WROUGHT ALUMINIUM AND ALUMINIUM ALLOY EXTRUDED ROUND TUBE AND HOLLOW SECTIONS FOR GENERAL ENGINEERING PURPOSES,pipe,roofing; aluminium,tender_sentence,specific,canonical_product;application;material,IS 738: 1994;IS 737: 1986;IS 739: 1992;IS 3438: 1994,generated_from_metadata,
fcq_is_1285_2002_06,Need the Indian Standard covering WROUGHT ALUMINIUM AND ALUMINIUM ALLOY EXTRUDED ROUND TUBE AND HOLLOW SECTIONS FOR GENERAL ENGINEERING PURPOSES,IS 1285: 2002,WROUGHT ALUMINIUM AND ALUMINIUM ALLOY EXTRUDED ROUND TUBE AND HOLLOW SECTIONS FOR GENERAL ENGINEERING PURPOSES,pipe,WROUGHT ALUMINIUM AND ALUMINIUM ALLOY EXTRUDED ROUND TUBE AND HOLLOW SECTIONS FOR GENERAL ENGINEERING PURPOSES,natural_language,specific,title,IS 738: 1994;IS 737: 1986;IS 739: 1992;IS 3438: 1994,generated_from_metadata,
fcq_is_1285_2002_07,"pipe, roofing",IS 1285: 2002,WROUGHT ALUMINIUM AND ALUMINIUM ALLOY EXTRUDED ROUND TUBE AND HOLLOW SECTIONS FOR GENERAL ENGINEERING PURPOSES,pipe,roofing,boq_short,general_but_sufficient,canonical_product;application,IS 738: 1994;IS 737: 1986;IS 739: 1992;IS 3438: 1994,generated_from_metadata,
fcq_is_1285_2002_08,casing pipe for roofing,IS 1285: 2002,WROUGHT ALUMINIUM AND ALUMINIUM ALLOY EXTRUDED ROUND TUBE AND HOLLOW SECTIONS FOR GENERAL ENGINEERING PURPOSES,casing pipe,roofing,alias,general_but_sufficient,product_aliases;application,IS 738: 1994;IS 737: 1986;IS 739: 1992;IS 3438: 1994,generated_from_metadata,
fcq_is_1285_2002_09,grp pipe for roofing,IS 1285: 2002,WROUGHT ALUMINIUM AND ALUMINIUM ALLOY EXTRUDED ROUND TUBE AND HOLLOW SECTIONS FOR GENERAL ENGINEERING PURPOSES,grp pipe,roofing,alias,general_but_sufficient,product_aliases;application,IS 738: 1994;IS 737: 1986;IS 739: 1992;IS 3438: 1994,generated_from_metadata,
fcq_is_1285_2002_10,hdpe pipe for roofing,IS 1285: 2002,WROUGHT ALUMINIUM AND ALUMINIUM ALLOY EXTRUDED ROUND TUBE AND HOLLOW SECTIONS FOR GENERAL ENGINEERING PURPOSES,hdpe pipe,roofing,alias,general_but_sufficient,product_aliases;application,IS 738: 1994;IS 737: 1986;IS 739: 1992;IS 3438: 1994,generated_from_metadata,
fcq_is_12866_1989_01,PLASTIC TRANSLUCENT SHEET MADE FROM THERMOSETTING POLYESTER RESIN standard,IS 12866: 1989,PLASTIC TRANSLUCENT SHEET MADE FROM THERMOSETTING POLYESTER RESIN,glass,PLASTIC TRANSLUCENT SHEET MADE FROM THERMOSETTING POLYESTER RESIN,product_only,specific,primary_subject,IS 14402: 1996;IS 14856: 2000;IS 6523: 1983;IS 13049: 1991,generated_from_metadata,
